"","new.date2","precip1"
"2226",1985-06-08,"0"
"2227",1985-07-08,"0.070000000000000007"
"2228",1985-08-08,"0"
"2229",1985-09-08,"0"
"2230",1985-10-08,"0"
"2231",1985-11-08,"0"
"2232",1985-12-08,"0"
"2233",1986-01-08,"0"
"2234",1986-02-08,"0"
"2235",1986-03-08,"1.03"
"2236",1986-04-08,"0.02"
"2237",1986-05-08,"0.14999999999999999"
"2238",1986-06-08,"0"
"2239",1986-07-08,"0.91000000000000003"
"2240",1986-08-08,"0"
"2241",1986-09-08,"0"
"2242",1986-10-08,"0"
"2243",1986-11-08,"0"
"2244",1986-12-08,"0.16"
"2245",1987-01-08,"0.02"
"2246",1987-02-08,"0.22"
"2247",1987-03-08,"0"
"2248",1987-04-08,"0.23999999999999999"
"2249",1987-05-08,"0.029999999999999999"
"2250",1987-06-08,"0"
"2251",1987-07-08,"0"
"2252",1987-08-08,"0"
"2253",1987-09-08,"0"
"2254",1987-10-08,"1.4399999999999999"
"2255",1987-11-08,"0"
"2256",1987-12-08,"0"
"2257",1988-01-08,"0"
"2258",1988-02-08,"0"
"2259",1988-03-08,"0"
"2260",1988-04-08,"0.14999999999999999"
"2261",1988-05-08,"0"
"2262",1988-06-08,"0"
"2263",1988-07-08,"0"
"2264",1988-08-08,"0.17999999999999999"
"2265",1988-09-08,"0"
"2266",1988-10-08,"0"
"2267",1988-11-08,"0.02"
"2268",1988-12-08,"0"
"2269",1989-01-08,"0"
"2270",1989-02-08,"0.17999999999999999"
"2271",1989-03-08,"0"
"2272",1989-04-08,"0.10000000000000001"
"2273",1989-05-08,"0.14999999999999999"
"2274",1989-06-08,"0.029999999999999999"
"2275",1989-07-08,"0.10000000000000001"
"2276",1989-08-08,"0.27000000000000002"
"2277",1989-09-08,"0"
"2278",1989-10-08,"0"
"2279",1989-11-08,"0"
"2280",1989-12-08,"0.29999999999999999"
"2281",1990-01-08,"0"
"2282",1990-02-08,"0"
"2283",1990-03-08,"0"
"2284",1990-04-08,"0.01"
"2285",1990-05-08,"0"
"2286",1990-06-08,"0.070000000000000007"
"2287",1990-07-08,"0.02"
"2288",1990-08-08,"0.01"
"2289",1990-09-08,"0.23999999999999999"
"2290",1990-10-08,"0"
"2291",1990-11-08,"0"
"2292",1990-12-08,"0"
"2293",1991-01-08,"0"
"2294",1991-02-08,"0.14999999999999999"
"2295",1991-03-08,"1.3400000000000001"
"2296",1991-04-08,"0.089999999999999997"
"2297",1991-05-08,"0"
"2298",1991-06-08,"0"
"2299",1991-07-08,"0"
"2300",1991-08-08,"0"
"2301",1991-09-08,"0"
"2302",1991-10-08,"0.31"
"2303",1991-11-08,"0"
"2304",1991-12-08,"0.22"
"2305",1992-01-08,"0"
"2306",1992-02-08,"0.070000000000000007"
"2307",1992-03-08,"0.40000000000000002"
"2308",1992-04-08,"0.050000000000000003"
"2309",1992-05-08,"0"
"2310",1992-06-08,"0"
"2311",1992-07-08,"0"
"2312",1992-08-08,"0"
"2313",1992-09-08,"0"
"2314",1992-10-08,"0"
"2315",1992-11-08,"0"
"2316",1992-12-08,"0.02"
"2317",1993-01-08,"0"
"2318",1993-02-08,"0.10000000000000001"
"2319",1993-03-08,"0.050000000000000003"
"2320",1993-04-08,"0"
"2321",1993-05-08,"0"
"2322",1993-06-08,"0"
"2323",1993-07-08,"0"
"2324",1993-08-08,"0"
"2325",1993-09-08,"0"
"2326",1993-10-08,"0"
"2327",1993-11-08,"0"
"2328",1993-12-08,"0.17999999999999999"
"2329",1994-01-08,"0.59999999999999998"
"2330",1994-02-08,"0"
"2331",1994-03-08,"0"
"2332",1994-04-08,"0"
"2333",1994-05-08,"2.25"
"2334",1994-06-08,"0"
"2335",1994-07-08,"0.050000000000000003"
"2336",1994-08-08,"0"
"2337",1994-09-08,"0.050000000000000003"
"2338",1994-10-08,"0"
"2339",1994-11-08,"0"
"2340",1994-12-08,"0"
"2341",1995-01-08,"0"
"2342",1995-02-08,"0"
"2343",1995-03-08,"0"
"2344",1995-04-08,"0"
"2345",1995-05-08,"0.10000000000000001"
"2346",1995-06-08,"0"
"2347",1995-07-08,"0"
"2348",1995-08-08,"0"
"2349",1995-09-08,"0.25"
"2350",1995-10-08,"0"
"2351",1995-11-08,"2.7000000000000002"
"2352",1995-12-08,"0"
"2353",1996-01-08,"0.53000000000000003"
"2354",1996-02-08,"0.050000000000000003"
"2355",1996-03-08,"0.59999999999999998"
"2356",1996-04-08,"0.45000000000000001"
"2357",1996-05-08,"0"
"2358",1996-06-08,"0.050000000000000003"
"2359",1996-07-08,"0"
"2360",1996-08-08,"0"
"2361",1996-09-08,"0.10000000000000001"
"2362",1996-10-08,"0.29999999999999999"
"2363",1996-11-08,"0"
"2364",1996-12-08,"2.5"
"2365",1997-01-08,"0"
"2366",1997-02-08,"0"
"2367",1997-03-08,"0.13"
"2368",1997-04-08,"0"
"2369",1997-05-08,"0"
"2370",1997-06-08,"0"
"2371",1997-07-08,"0"
"2372",1997-08-08,"0"
"2373",1997-09-08,"0.38"
"2374",1997-10-08,"0"
"2375",1997-11-08,"0"
"2376",1997-12-08,"0"
"2377",1998-01-08,"1.5"
"2378",1998-02-08,"0"
"2379",1998-03-08,"0"
"2380",1998-04-08,"0"
"2381",1998-05-08,"0"
"2382",1998-06-08,"0"
"2383",1998-07-08,"0"
"2384",1998-08-08,"0"
"2385",1998-09-08,"0.29999999999999999"
"2386",1998-10-08,"0.20000000000000001"
"2387",1998-11-08,"0"
"2388",1998-12-08,"0"
"2389",1999-01-08,"0.029999999999999999"
"2390",1999-02-08,"0"
"2391",1999-03-08,"0"
"2392",1999-04-08,"0.10000000000000001"
"2393",1999-05-08,"0"
"2394",1999-06-08,"0.56999999999999995"
"2395",1999-07-08,"0.25"
"2396",1999-08-08,"0.55000000000000004"
"2397",1999-09-08,"0.050000000000000003"
"2398",1999-10-08,"0"
"2399",1999-11-08,"0"
"2400",1999-12-08,"0"
"2401",2000-01-08,"0"
"2402",2000-02-08,"0"
"2403",2000-03-08,"0"
"2404",2000-04-08,"0.029999999999999999"
"2405",2000-05-08,"0"
"2406",2000-06-08,"0"
"2407",2000-07-08,"0.02"
"2408",2000-08-08,"0"
"2409",2000-09-08,"0"
"2410",2000-10-08,"0.02"
"2411",2000-11-08,"0"
"2412",2000-12-08,"0"
"2413",2001-01-08,"0"
"2414",2001-02-08,"0"
"2415",2001-03-08,"0"
"2416",2001-04-08,"0.050000000000000003"
"2417",2001-05-08,"0"
"2418",2001-06-08,"0"
"2419",2001-07-08,"0.10000000000000001"
"2420",2001-08-08,"0"
"2421",2001-09-08,"0"
"2422",2001-10-08,"0"
"2423",2001-11-08,"0"
"2424",2001-12-08,"0"
"2425",2002-01-08,"0.050000000000000003"
"2426",2002-02-08,"0"
"2427",2002-03-08,"0"
"2428",2002-04-08,"0"
"2429",2002-05-08,"0"
"2430",2002-06-08,"0"
"2431",2002-07-08,"0"
"2432",2002-08-08,"0"
"2433",2002-09-08,"0"
"2434",2002-10-08,"0"
"2435",2002-11-08,"0"
"2436",2002-12-08,"0.01"
"2437",2003-01-08,"0.029999999999999999"
"2438",2003-02-08,"0"
"2439",2003-03-08,"0"
"2440",2003-04-08,"0"
"2441",2003-05-08,"0"
"2442",2003-06-08,"0"
"2443",2003-07-08,"0"
"2444",2003-08-08,"0.050000000000000003"
"2445",2003-09-08,"0"
"2446",2003-10-08,"0"
"2447",2003-11-08,"0"
"2448",2003-12-08,"0"
"2449",2004-01-08,"0"
"2450",2004-02-08,"0"
"2451",2004-03-08,"0"
"2452",2004-04-08,"0"
"2453",2004-05-08,"0"
"2454",2004-06-08,"0"
"2455",2004-07-08,"0.20000000000000001"
"2456",2004-08-08,"0.12"
"2457",2004-09-08,"0"
"2458",2004-10-08,"0"
"2459",2004-11-08,"0.17999999999999999"
"2460",2004-12-08,"0.5"
"2461",2005-01-08,"0.34999999999999998"
"2462",2005-02-08,"0"
"2463",2005-03-08,"4"
"2464",2005-04-08,"0.13"
"2465",2005-05-08,"1.1499999999999999"
"2466",2005-06-08,"0"
"2467",2005-07-08,"0"
"2468",2005-08-08,"0"
"2469",2005-09-08,"0"
"2470",2005-10-08,"5.1299999999999999"
"2471",2005-11-08,"0"
"2472",2005-12-08,"0"
"2473",2006-01-08,"0.01"
"2474",2006-02-08,"0"
"2475",2006-03-08,"0"
"2476",2006-04-08,"0.29999999999999999"
"2477",2006-05-08,"0"
"2478",2006-06-08,"3.0800000000000001"
"2479",2006-07-08,"0"
"2480",2006-08-08,"0"
"2481",2006-09-08,"0"
"2482",2006-10-08,"0"
"2483",2006-11-08,"1.2"
"2484",2006-12-08,"0.29999999999999999"
"2485",2007-01-08,"1.02"
"2486",2007-02-08,"0"
"2487",2007-03-08,"0"
"2488",2007-04-08,"0"
"2489",2007-05-08,"0"
"2490",2007-06-08,"0"
"2491",2007-07-08,"0"
"2492",2007-08-08,"0.65000000000000002"
"2493",2007-09-08,"0"
"2494",2007-10-08,"0.080000000000000002"
"2495",2007-11-08,"0"
"2496",2007-12-08,"0"
"2497",1982-01-09,"0"
"2498",1982-02-09,"0"
"2499",1982-03-09,"0.1"
"2500",1982-04-09,"0"
"2501",1982-05-09,"0"
"2502",1982-06-09,"0"
"2503",1982-07-09,"0"
"2504",1982-08-09,"0"
"2505",1982-09-09,"0"
"2506",1982-10-09,"0.76"
"2507",1982-11-09,"0"
"2508",1982-12-09,"0"
"2509",1983-01-09,"0"
"2510",1983-02-09,"0"
"2511",1983-03-09,"0"
"2512",1983-04-09,"0.2"
"2513",1983-05-09,"0"
"2514",1983-06-09,"0.03"
"2515",1983-07-09,"0"
"2516",1983-08-09,"0.45"
"2517",1983-09-09,"0"
"2518",1983-10-09,"0"
"2519",1983-11-09,"0"
"2520",1983-12-09,"0"
"2521",1984-01-09,"0.05"
"2522",1984-02-09,"0"
"2523",1984-03-09,"0"
"2524",1984-04-09,"0"
"2525",1984-05-09,"0.45"
"2526",1984-06-09,"0"
"2527",1984-07-09,"0.8"
"2528",1984-08-09,"0"
"2529",1984-09-09,"0"
"2530",1984-10-09,"0"
"2531",1984-11-09,"0"
"2532",1984-12-09,"0.05"
"2533",1985-01-09,"0"
"2534",1985-02-09,"0"
"2535",1985-03-09,"0.07"
"2536",1985-04-09,"0.22"
"2537",1985-05-09,"0.1"
"2538",1985-06-09,"0"
"2539",1985-07-09,"0"
"2540",1985-08-09,"0.03"
"2541",1985-09-09,"0"
"2542",1985-10-09,"0"
"2543",1985-11-09,"0"
"2544",1985-12-09,"0.12"
"2545",1986-01-09,"0"
"2546",1986-02-09,"0"
"2547",1986-03-09,"0"
"2548",1986-04-09,"0.58"
"2549",1986-05-09,"0.58"
"2550",1986-06-09,"0.4"
"2551",1986-07-09,"0"
"2552",1986-08-09,"0.07"
"2553",1986-09-09,"0"
"2554",1986-10-09,"0"
"2555",1986-11-09,"0.1"
"2556",1986-12-09,"0"
"2557",1987-01-09,"0"
"2558",1987-02-09,"0.05"
"2559",1987-03-09,"0"
"2560",1987-04-09,"0.17"
"2561",1987-05-09,"0"
"2562",1987-06-09,"0.28"
"2563",1987-07-09,"0"
"2564",1987-08-09,"0.02"
"2565",1987-09-09,"0"
"2566",1987-10-09,"0"
"2567",1987-11-09,"0"
"2568",1987-12-09,"0"
"2569",1988-01-09,"0.37"
"2570",1988-02-09,"0.05"
"2571",1988-03-09,"0"
"2572",1988-04-09,"0.02"
"2573",1988-05-09,"0"
"2574",1988-06-09,"0"
"2575",1988-07-09,"0"
"2576",1988-08-09,"0"
"2577",1988-09-09,"0"
"2578",1988-10-09,"0"
"2579",1988-11-09,"0.02"
"2580",1988-12-09,"0.01"
"2581",1989-01-09,"0.25"
"2582",1989-02-09,"0"
"2583",1989-03-09,"0"
"2584",1989-04-09,"0.76"
"2585",1989-05-09,"0.1"
"2586",1989-06-09,"0.81"
"2587",1989-07-09,"0"
"2588",1989-08-09,"0"
"2589",1989-09-09,"0"
"2590",1989-10-09,"0"
"2591",1989-11-09,"0.05"
"2592",1989-12-09,"0"
"2593",1990-01-09,"0"
"2594",1990-02-09,"0"
"2595",1990-03-09,"0"
"2596",1990-04-09,"0"
"2597",1990-05-09,"0"
"2598",1990-06-09,"0"
"2599",1990-07-09,"0"
"2600",1990-08-09,"0.01"
"2601",1990-09-09,"0"
"2602",1990-10-09,"0.02"
"2603",1990-11-09,"0"
"2604",1990-12-09,"0.23"
"2605",1991-01-09,"0"
"2606",1991-02-09,"0"
"2607",1991-03-09,"0"
"2608",1991-04-09,"0.12"
"2609",1991-05-09,"0"
"2610",1991-06-09,"0"
"2611",1991-07-09,"0"
"2612",1991-08-09,"0"
"2613",1991-09-09,"0"
"2614",1991-10-09,"0"
"2615",1991-11-09,"0"
"2616",1991-12-09,"0.02"
"2617",1992-01-09,"0"
"2618",1992-02-09,"0.27"
"2619",1992-03-09,"0.25"
"2620",1992-04-09,"0.03"
"2621",1992-05-09,"0"
"2622",1992-06-09,"0.04"
"2623",1992-07-09,"0"
"2624",1992-08-09,"0"
"2625",1992-09-09,"0.03"
"2626",1992-10-09,"0"
"2627",1992-11-09,"0"
"2628",1992-12-09,"0"
"2629",1993-01-09,"0"
"2630",1993-02-09,"0"
"2631",1993-03-09,"0.45"
"2632",1993-04-09,"0"
"2633",1993-05-09,"0"
"2634",1993-06-09,"0.02"
"2635",1993-07-09,"0"
"2636",1993-08-09,"0"
"2637",1993-09-09,"0.05"
"2638",1993-10-09,"0"
"2639",1993-11-09,"0"
"2640",1993-12-09,"0"
"2641",1994-01-09,"0"
"2642",1994-02-09,"0.12"
"2643",1994-03-09,"0.04"
"2644",1994-04-09,"0"
"2645",1994-05-09,"0.08"
"2646",1994-06-09,"0"
"2647",1994-07-09,"0"
"2648",1994-08-09,"0"
"2649",1994-09-09,"0"
"2650",1994-10-09,"0"
"2651",1994-11-09,"0"
"2652",1994-12-09,"0.03"
"2653",1995-01-09,"0"
"2654",1995-02-09,"0"
"2655",1995-03-09,"0.83"
"2656",1995-04-09,"0.3"
"2657",1995-05-09,"0"
"2658",1995-06-09,"0"
"2659",1995-07-09,"0"
"2660",1995-08-09,"0"
"2661",1995-09-09,"0"
"2662",1995-10-09,"0"
"2663",1995-11-09,"0"
"2664",1995-12-09,"1"
"2665",1996-01-09,"0"
"2666",1996-02-09,"0.2"
"2667",1996-03-09,"0"
"2668",1996-04-09,"0.1"
"2669",1996-05-09,"0"
"2670",1996-06-09,"0.45"
"2671",1996-07-09,"0.53"
"2672",1996-08-09,"0"
"2673",1996-09-09,"0.6"
"2674",1996-10-09,"0.69"
"2675",1996-11-09,"0.6"
"2676",1996-12-09,"0"
"2677",1997-01-09,"0"
"2678",1997-02-09,"0"
"2679",1997-03-09,"0"
"2680",1997-04-09,"0"
"2681",1997-05-09,"0"
"2682",1997-06-09,"0"
"2683",1997-07-09,"0.05"
"2684",1997-08-09,"0.05"
"2685",1997-09-09,"0.21"
"2686",1997-10-09,"0"
"2687",1997-11-09,"0.63"
"2688",1997-12-09,"0"
"2689",1998-01-09,"0.38"
"2690",1998-02-09,"0"
"2691",1998-03-09,"3.05"
"2692",1998-04-09,"0"
"2693",1998-05-09,"0"
"2694",1998-06-09,"0"
"2695",1998-07-09,"0"
"2696",1998-08-09,"0"
"2697",1998-09-09,"0"
"2698",1998-10-09,"0.5"
"2699",1998-11-09,"0"
"2700",1998-12-09,"0.1"
"2701",1999-01-09,"0.71"
"2702",1999-02-09,"0"
"2703",1999-03-09,"0"
"2704",1999-04-09,"0"
"2705",1999-05-09,"0.45"
"2706",1999-06-09,"0"
"2707",1999-07-09,"0"
"2708",1999-08-09,"0"
"2709",1999-09-09,"0"
"2710",1999-10-09,"0.25"
"2711",1999-11-09,"0"
"2712",1999-12-09,"0"
"2713",2000-01-09,"0"
"2714",2000-02-09,"0"
"2715",2000-03-09,"0.05"
"2716",2000-04-09,"0.28"
"2717",2000-05-09,"0.93"
"2718",2000-06-09,"0"
"2719",2000-07-09,"0.07"
"2720",2000-08-09,"0.07"
"2721",2000-09-09,"0"
"2722",2000-10-09,"0.4"
"2723",2000-11-09,"0"
"2724",2000-12-09,"0"
"2725",2001-01-09,"0.03"
"2726",2001-02-09,"0.21"
"2727",2001-03-09,"0.15"
"2728",2001-04-09,"0.1"
"2729",2001-05-09,"0"
"2730",2001-06-09,"0"
"2731",2001-07-09,"0.2"
"2732",2001-08-09,"0.27"
"2733",2001-09-09,"0"
"2734",2001-10-09,"0"
"2735",2001-11-09,"0.2"
"2736",2001-12-09,"0.15"
"2737",2002-01-09,"0.05"
"2738",2002-02-09,"0"
"2739",2002-03-09,"0"
"2740",2002-04-09,"0.25"
"2741",2002-05-09,"0"
"2742",2002-06-09,"0.15"
"2743",2002-07-09,"0"
"2744",2002-08-09,"0"
"2745",2002-09-09,"0"
"2746",2002-10-09,"0"
"2747",2002-11-09,"0"
"2748",2002-12-09,"0"
"2749",2003-01-09,"0"
"2750",2003-02-09,"0"
"2751",2003-03-09,"0"
"2752",2003-04-09,"0"
"2753",2003-05-09,"0"
"2754",2003-06-09,"0"
"2755",2003-07-09,"0"
"2756",2003-08-09,"0.03"
"2757",2003-09-09,"0"
"2758",2003-10-09,"0"
"2759",2003-11-09,"0"
"2760",2003-12-09,"0"
"2761",2004-01-09,"0"
"2762",2004-02-09,"0"
"2763",2004-03-09,"0"
"2764",2004-04-09,"0"
"2765",2004-05-09,"0"
"2766",2004-06-09,"0"
"2767",2004-07-09,"0.1"
"2768",2004-08-09,"0"
"2769",2004-09-09,"0.7"
"2770",2004-10-09,"0"
"2771",2004-11-09,"0"
"2772",2004-12-09,"0"
"2773",2005-01-09,"0"
"2774",2005-02-09,"0"
"2775",2005-03-09,"0.25"
"2776",2005-04-09,"0"
"2777",2005-05-09,"0"
"2778",2005-06-09,"0"
"2779",2005-07-09,"0.65"
"2780",2005-08-09,"0"
"2781",2005-09-09,"0"
"2782",2005-10-09,"4.7"
"2783",2005-11-09,"0.4"
"2784",2005-12-09,"0.63"
"2785",2006-01-09,"0.07"
"2786",2006-02-09,"0"
"2787",2006-03-09,"0.15"
"2788",2006-04-09,"0"
"2789",2006-05-09,"0.55"
"2790",2006-06-09,"0.58"
"2791",2006-07-09,"0"
"2792",2006-08-09,"0"
"2793",2006-09-09,"0.2"
"2794",2006-10-09,"0"
"2795",2006-11-09,"0.93"
"2796",2006-12-09,"0"
"2797",2007-01-09,"0"
"2798",2007-02-09,"0"
"2799",2007-03-09,"0"
"2800",2007-04-09,"0"
"2801",2007-05-09,"0"
"2802",2007-06-09,"0"
"2803",2007-07-09,"0.05"
"2804",2007-08-09,"0"
"2805",2007-09-09,"0.8"
"2806",2007-10-09,"0"
"2807",2007-11-09,"0"
"2808",2007-12-09,"0"
"2809",1982-01-10,"0"
"2810",1982-02-10,"0.21"
"2811",1982-03-10,"0.09"
"2812",1982-04-10,"0"
"2813",1982-05-10,"0"
"2814",1982-06-10,"0"
"2815",1982-07-10,"0"
"2816",1982-08-10,"0"
"2817",1982-09-10,"0"
"2818",1982-10-10,"0.48"
"2819",1982-11-10,"0"
"2820",1982-12-10,"0.21"
"2821",1983-01-10,"0"
"2822",1983-02-10,"0"
"2823",1983-03-10,"0"
"2824",1983-04-10,"0"
"2825",1983-05-10,"0.55"
"2826",1983-06-10,"0"
"2827",1983-07-10,"0.1"
"2828",1983-08-10,"0"
"2829",1983-09-10,"0"
"2830",1983-10-10,"0"
"2831",1983-11-10,"0"
"2832",1983-12-10,"0"
"2833",1984-01-10,"0.08"
"2834",1984-02-10,"0"
"2835",1984-03-10,"0"
"2836",1984-04-10,"0.13"
"2837",1984-05-10,"0.3"
"2838",1984-06-10,"0.05"
"2839",1984-07-10,"0.35"
"2840",1984-08-10,"0"
"2841",1984-09-10,"0"
"2842",1984-10-10,"0"
"2843",1984-11-10,"0"
"2844",1984-12-10,"0"
"2845",1985-01-10,"0"
"2846",1985-02-10,"0"
"2847",1985-03-10,"0"
"2848",1985-04-10,"0"
"2849",1985-05-10,"0"
"2850",1985-06-10,"0"
"2851",1985-07-10,"0.82"
"2852",1985-08-10,"0.02"
"2853",1985-09-10,"0.2"
"2854",1985-10-10,"0"
"2855",1985-11-10,"0.03"
"2856",1985-12-10,"0"
"2857",1986-01-10,"0"
"2858",1986-02-10,"0"
"2859",1986-03-10,"0.06"
"2860",1986-04-10,"0"
"2861",1986-05-10,"0"
"2862",1986-06-10,"0"
"2863",1986-07-10,"0"
"2864",1986-08-10,"0.03"
"2865",1986-09-10,"0"
"2866",1986-10-10,"0.08"
"2867",1986-11-10,"0.15"
"2868",1986-12-10,"0.56"
"2869",1987-01-10,"0"
"2870",1987-02-10,"0.68"
"2871",1987-03-10,"0"
"2872",1987-04-10,"0"
"2873",1987-05-10,"0"
"2874",1987-06-10,"0.06"
"2875",1987-07-10,"0"
"2876",1987-08-10,"0"
"2877",1987-09-10,"1.31"
"2878",1987-10-10,"0"
"2879",1987-11-10,"0.25"
"2880",1987-12-10,"0.02"
"2881",1988-01-10,"0.37"
"2882",1988-02-10,"0.1"
"2883",1988-03-10,"0.07"
"2884",1988-04-10,"0"
"2885",1988-05-10,"0"
"2886",1988-06-10,"0"
"2887",1988-07-10,"0"
"2888",1988-08-10,"0"
"2889",1988-09-10,"0.1"
"2890",1988-10-10,"0"
"2891",1988-11-10,"0.05"
"2892",1988-12-10,"0"
"2893",1989-01-10,"0"
"2894",1989-02-10,"0"
"2895",1989-03-10,"0"
"2896",1989-04-10,"0"
"2897",1989-05-10,"0"
"2898",1989-06-10,"0"
"2899",1989-07-10,"0"
"2900",1989-08-10,"0"
"2901",1989-09-10,"0"
"2902",1989-10-10,"0"
"2903",1989-11-10,"1.6"
"2904",1989-12-10,"0"
"2905",1990-01-10,"0"
"2906",1990-02-10,"0.01"
"2907",1990-03-10,"0"
"2908",1990-04-10,"0.01"
"2909",1990-05-10,"0"
"2910",1990-06-10,"0.1"
"2911",1990-07-10,"0.22"
"2912",1990-08-10,"0"
"2913",1990-09-10,"0"
"2914",1990-10-10,"0.13"
"2915",1990-11-10,"0"
"2916",1990-12-10,"0"
"2917",1991-01-10,"0.37"
"2918",1991-02-10,"0"
"2919",1991-03-10,"0.02"
"2920",1991-04-10,"0.17"
"2921",1991-05-10,"0"
"2922",1991-06-10,"0"
"2923",1991-07-10,"0"
"2924",1991-08-10,"0.08"
"2925",1991-09-10,"0"
"2926",1991-10-10,"0"
"2927",1991-11-10,"0"
"2928",1991-12-10,"0.12"
"2929",1992-01-10,"0.2"
"2930",1992-02-10,"0.02"
"2931",1992-03-10,"0"
"2932",1992-04-10,"0"
"2933",1992-05-10,"0.39"
"2934",1992-06-10,"0"
"2935",1992-07-10,"0.61"
"2936",1992-08-10,"0.01"
"2937",1992-09-10,"0"
"2938",1992-10-10,"0"
"2939",1992-11-10,"0"
"2940",1992-12-10,"0"
"2941",1993-01-10,"0"
"2942",1993-02-10,"0"
"2943",1993-03-10,"0"
"2944",1993-04-10,"0"
"2945",1993-05-10,"0"
"2946",1993-06-10,"0"
"2947",1993-07-10,"0"
"2948",1993-08-10,"0"
"2949",1993-09-10,"0.56"
"2950",1993-10-10,"0"
"2951",1993-11-10,"0"
"2952",1993-12-10,"0.1"
"2953",1994-01-10,"0"
"2954",1994-02-10,"0.06"
"2955",1994-03-10,"1.31"
"2956",1994-04-10,"0.41"
"2957",1994-05-10,"0"
"2958",1994-06-10,"0"
"2959",1994-07-10,"0.05"
"2960",1994-08-10,"0"
"2961",1994-09-10,"0"
"2962",1994-10-10,"0.01"
"2963",1994-11-10,"0"
"2964",1994-12-10,"0.18"
"2965",1995-01-10,"0"
"2966",1995-02-10,"0.04"
"2967",1995-03-10,"0"
"2968",1995-04-10,"0"
"2969",1995-05-10,"0"
"2970",1995-06-10,"0"
"2971",1995-07-10,"0"
"2972",1995-08-10,"0"
"2973",1995-09-10,"0"
"2974",1995-10-10,"0"
"2975",1995-11-10,"0"
"2976",1995-12-10,"0.55"
"2977",1996-01-10,"0.3"
"2978",1996-02-10,"0"
"2979",1996-03-10,"0"
"2980",1996-04-10,"1.38"
"2981",1996-05-10,"0.05"
"2982",1996-06-10,"0.23"
"2983",1996-07-10,"0"
"2984",1996-08-10,"0"
"2985",1996-09-10,"0"
"2986",1996-10-10,"0"
"2987",1996-11-10,"0.1"
"2988",1996-12-10,"0"
"2989",1997-01-10,"1.03"
"2990",1997-02-10,"0"
"2991",1997-03-10,"0.2"
"2992",1997-04-10,"0"
"2993",1997-05-10,"0.03"
"2994",1997-06-10,"0"
"2995",1997-07-10,"0.05"
"2996",1997-08-10,"0"
"2997",1997-09-10,"0"
"2998",1997-10-10,"0"
"2999",1997-11-10,"0.03"
"3000",1997-12-10,"0"
"3001",1998-01-10,"0.28"
"3002",1998-02-10,"0"
"3003",1998-03-10,"0.88"
"3004",1998-04-10,"0"
"3005",1998-05-10,"0.88"
"3006",1998-06-10,"0"
"3007",1998-07-10,"0"
"3008",1998-08-10,"0"
"3009",1998-09-10,"0"
"3010",1998-10-10,"1.35"
"3011",1998-11-10,"0"
"3012",1998-12-10,"0"
"3013",1999-01-10,"0"
"3014",1999-02-10,"0"
"3015",1999-03-10,"0.5"
"3016",1999-04-10,"0"
"3017",1999-05-10,"0"
"3018",1999-06-10,"0"
"3019",1999-07-10,"0.2"
"3020",1999-08-10,"0"
"3021",1999-09-10,"0.07"
"3022",1999-10-10,"0.1"
"3023",1999-11-10,"0.2"
"3024",1999-12-10,"0.45"
"3025",2000-01-10,"1.2"
"3026",2000-02-10,"0"
"3027",2000-03-10,"0"
"3028",2000-04-10,"0"
"3029",2000-05-10,"0.3"
"3030",2000-06-10,"0"
"3031",2000-07-10,"0.35"
"3032",2000-08-10,"0.12"
"3033",2000-09-10,"0"
"3034",2000-10-10,"0.25"
"3035",2000-11-10,"0"
"3036",2000-12-10,"0"
"3037",2001-01-10,"0"
"3038",2001-02-10,"0"
"3039",2001-03-10,"0.23"
"3040",2001-04-10,"0"
"3041",2001-05-10,"0"
"3042",2001-06-10,"0"
"3043",2001-07-10,"0.1"
"3044",2001-08-10,"0"
"3045",2001-09-10,"0"
"3046",2001-10-10,"0"
"3047",2001-11-10,"0.05"
"3048",2001-12-10,"0"
"3049",2002-01-10,"0"
"3050",2002-02-10,"1.05"
"3051",2002-03-10,"0.75"
"3052",2002-04-10,"0.18"
"3053",2002-05-10,"0.5"
"3054",2002-06-10,"0"
"3055",2002-07-10,"0"
"3056",2002-08-10,"0"
"3057",2002-09-10,"0"
"3058",2002-10-10,"0"
"3059",2002-11-10,"0.05"
"3060",2002-12-10,"0"
"3061",2003-01-10,"0.03"
"3062",2003-02-10,"0"
"3063",2003-03-10,"0"
"3064",2003-04-10,"0"
"3065",2003-05-10,"0"
"3066",2003-06-10,"0"
"3067",2003-07-10,"0"
"3068",2003-08-10,"0"
"3069",2003-09-10,"0"
"3070",2003-10-10,"0"
"3071",2003-11-10,"0"
"3072",2003-12-10,"0"
"3073",2004-01-10,"0"
"3074",2004-02-10,"0"
"3075",2004-03-10,"0"
"3076",2004-04-10,"0"
"3077",2004-05-10,"0"
"3078",2004-06-10,"0"
"3079",2004-07-10,"0"
"3080",2004-08-10,"0"
"3081",2004-09-10,"0.05"
"3082",2004-10-10,"0.03"
"3083",2004-11-10,"0"
"3084",2004-12-10,"0.45"
"3085",2005-01-10,"0.08"
"3086",2005-02-10,"0.7"
"3087",2005-03-10,"0"
"3088",2005-04-10,"0"
"3089",2005-05-10,"0"
"3090",2005-06-10,"0"
"3091",2005-07-10,"0"
"3092",2005-08-10,"0"
"3093",2005-09-10,"0"
"3094",2005-10-10,"1"
"3095",2005-11-10,"1.1"
"3096",2005-12-10,"0"
"3097",2006-01-10,"0"
"3098",2006-02-10,"0.03"
